06,01,2002,-9999
06,02,2002,-9999
06,03,2002,-9999
06,04,2002,-9999
06,05,2002,-9999
06,06,2002,-9999
06,07,2002,-9999
06,08,2002,-9999
06,09,2002,-9999
06,10,2002,-9999
06,11,2002,-9999
06,12,2002,-9999
06,13,2002,-9999
06,14,2002,-9999
06,15,2002,-9999
06,16,2002,-9999
06,17,2002,-9999
06,18,2002,-9999
06,19,2002,-9999
06,20,2002,-9999
06,21,2002,10615781
06,22,2002,10595156
06,23,2002,10575156
06,24,2002,10551875
06,25,2002,10489219
06,26,2002,10441406
06,27,2002,-9999
06,28,2002,-9999
06,29,2002,-9999
06,30,2002,-9999
07,01,2002,10043906
07,02,2002,10007813
07,03,2002,9984844
07,04,2002,9890781
07,05,2002,9757344
07,06,2002,9671563
07,07,2002,9580000
07,08,2002,9502188
07,09,2002,9454688
07,10,2002,9382344
07,11,2002,9262344
07,12,2002,9139844
07,13,2002,9091406
07,14,2002,9020781
07,15,2002,8917344
07,16,2002,8832969
07,17,2002,8756250
07,18,2002,8671094
07,19,2002,8581719
07,20,2002,8514688
07,21,2002,8435469
07,22,2002,8345469
07,23,2002,8233281
07,24,2002,8120000
07,25,2002,8075625
07,26,2002,8003594
07,27,2002,7861094
07,28,2002,7777656
07,29,2002,-9999
07,30,2002,-9999
07,31,2002,-9999
08,01,2002,-9999
08,02,2002,-9999
08,03,2002,-9999
08,04,2002,-9999
08,05,2002,-9999
08,06,2002,-9999
08,07,2002,-9999
08,08,2002,-9999
08,09,2002,6801250
08,10,2002,6747969
08,11,2002,6681875
08,12,2002,6615938
08,13,2002,6549531
08,14,2002,6461094
08,15,2002,6375000
08,16,2002,6391094
08,17,2002,6348594
08,18,2002,6281406
08,19,2002,6230156
08,20,2002,6177813
08,21,2002,6149219
08,22,2002,6130156
08,23,2002,6109688
08,24,2002,6117188
08,25,2002,6102500
08,26,2002,6039219
08,27,2002,5995313
08,28,2002,5957656
08,29,2002,5912813
08,30,2002,5856250
08,31,2002,5834844
09,01,2002,5810000
09,02,2002,5781719
09,03,2002,5735938
09,04,2002,5701563
09,05,2002,5667188
09,06,2002,5657344
09,07,2002,5663281
09,08,2002,5649688
09,09,2002,5646875
09,10,2002,5655156
09,11,2002,5674063
09,12,2002,-9999
09,13,2002,-9999
09,14,2002,-9999
09,15,2002,-9999
09,16,2002,-9999
09,17,2002,-9999
09,18,2002,-9999
09,19,2002,-9999
09,20,2002,-9999
09,21,2002,-9999
09,22,2002,5985781
09,23,2002,6001563
09,24,2002,6047969
09,25,2002,6075000
09,26,2002,6148281
09,27,2002,6244063
09,28,2002,6332969
09,29,2002,6418438
09,30,2002,6444063
10,01,2002,6520469
10,02,2002,6667969
10,03,2002,6894844
10,04,2002,7077344
10,05,2002,7194844
10,06,2002,7248906
10,07,2002,7310000
10,08,2002,7415781
10,09,2002,7490469
10,10,2002,7570469
10,11,2002,7666875
10,12,2002,7753438
10,13,2002,7806094
10,14,2002,7860313
10,15,2002,7949844
10,16,2002,7972500
10,17,2002,7991094
10,18,2002,8051719
10,19,2002,8126563
10,20,2002,8217813
10,21,2002,8340156
10,22,2002,8450625
10,23,2002,8550313
10,24,2002,8593906
10,25,2002,8636875
10,26,2002,8687188
10,27,2002,8729063
10,28,2002,8761563
10,29,2002,8788906
10,30,2002,8794844
10,31,2002,8799844
11,01,2002,8864844
11,02,2002,8958750
11,03,2002,9047969
11,04,2002,9129219
11,05,2002,9200625
11,06,2002,9211406
11,07,2002,9205781
11,08,2002,9234063
11,09,2002,9302188
11,10,2002,9377969
11,11,2002,9465156
11,12,2002,9545156
11,13,2002,9640313
11,14,2002,9720313
11,15,2002,9797188
11,16,2002,9915156
11,17,2002,10068906
11,18,2002,10165938
11,19,2002,-9999
11,20,2002,-9999
11,21,2002,10288438
11,22,2002,10396094
11,23,2002,10442813
11,24,2002,10516406
11,25,2002,10609375
11,26,2002,10720781
11,27,2002,10843594
11,28,2002,10958594
11,29,2002,11021875
11,30,2002,11044688
12,01,2002,11073750
12,02,2002,11097344
12,03,2002,11127344
12,04,2002,11221719
12,05,2002,11272031
12,06,2002,11275781
12,07,2002,11306875
12,08,2002,11357344
12,09,2002,11437656
12,10,2002,11542500
12,11,2002,11633594
12,12,2002,11686719
12,13,2002,11755000
12,14,2002,11828281
12,15,2002,11892188
12,16,2002,11992344
12,17,2002,12059063
12,18,2002,12094063
12,19,2002,12155469
12,20,2002,12136406
12,21,2002,12151094
12,22,2002,12203438
12,23,2002,12259219
12,24,2002,12327500
12,25,2002,12394531
12,26,2002,12436875
12,27,2002,12477813
12,28,2002,12516719
12,29,2002,12550938
12,30,2002,12635313
12,31,2002,12720625
01,01,2003,12787813
01,02,2003,12856875
01,03,2003,12936250
01,04,2003,13063281
01,05,2003,13182813
01,06,2003,13249063
01,07,2003,13284375
01,08,2003,13298438
01,09,2003,13262813
01,10,2003,13291406
01,11,2003,13334063
01,12,2003,13401406
01,13,2003,13449375
01,14,2003,13517500
01,15,2003,13569375
01,16,2003,13630156
01,17,2003,13691406
01,18,2003,13765625
01,19,2003,13843125
01,20,2003,13892344
01,21,2003,13912031
01,22,2003,13803750
01,23,2003,13695000
01,24,2003,13692969
01,25,2003,13718906
01,26,2003,13741563
01,27,2003,13848125
01,28,2003,13920156
01,29,2003,13917500
01,30,2003,13930938
01,31,2003,14022188
02,01,2003,14088906
02,02,2003,14111406
02,03,2003,14067500
02,04,2003,14043281
02,05,2003,14049063
02,06,2003,14058281
02,07,2003,14072188
02,08,2003,14140156
02,09,2003,14162031
02,10,2003,14169063
02,11,2003,14200625
02,12,2003,14185156
02,13,2003,14245000
02,14,2003,14342344
02,15,2003,14412969
02,16,2003,14463281
02,17,2003,14516719
02,18,2003,14554844
02,19,2003,14552813
02,20,2003,14573750
02,21,2003,14596563
02,22,2003,14628438
02,23,2003,14634844
02,24,2003,14619375
02,25,2003,14619375
02,26,2003,14645156
02,27,2003,14684688
02,28,2003,14707188
03,01,2003,14748906
03,02,2003,14795625
03,03,2003,14802031
03,04,2003,14743594
03,05,2003,14683281
03,06,2003,14666094
03,07,2003,14656094
03,08,2003,14664688
03,09,2003,14630625
03,10,2003,14596563
03,11,2003,14585625
03,12,2003,14628438
03,13,2003,14622969
03,14,2003,14614063
03,15,2003,14648750
03,16,2003,14700313
03,17,2003,14736719
03,18,2003,14792031
03,19,2003,14800938
03,20,2003,14811875
03,21,2003,14844063
03,22,2003,14840313
03,23,2003,14805469
03,24,2003,14802969
03,25,2003,14800781
03,26,2003,14771094
03,27,2003,14755781
03,28,2003,14718594
03,29,2003,14647031
03,30,2003,14533906
03,31,2003,14428281
04,01,2003,14409219
04,02,2003,14335781
04,03,2003,14250469
04,04,2003,14172813
04,05,2003,14129375
04,06,2003,14098750
04,07,2003,14101719
04,08,2003,14083438
04,09,2003,14066875
04,10,2003,14030156
04,11,2003,13950938
04,12,2003,13873594
04,13,2003,13789375
04,14,2003,13734688
04,15,2003,13678906
04,16,2003,13630938
04,17,2003,13535313
04,18,2003,13486406
04,19,2003,13443281
04,20,2003,13420938
04,21,2003,13392188
